kickRetId,playId,teamId,playerId,kickRetPosition,kickRetOutcome,kickRetPrimary,kickRetYds,kickRetTd,kickRetEnd,kickRetNull
320418,4566,325,20040594.0,RB,returned,1,9,,in bounds,0
320419,4579,2700,20000156.0,RB,returned,1,27,,in bounds,0
320420,4581,325,20040594.0,RB,returned,1,15,,in bounds,0
320421,4588,2700,20040574.0,WR,fair catch,1,0,,in bounds,0
320422,4593,2700,20040574.0,WR,returned,1,95,1.0,in bounds,0
320423,4595,325,20040594.0,RB,returned,1,24,,in bounds,0
320424,4611,325,20040594.0,RB,returned,1,18,,in bounds,0
320425,4621,2700,20040574.0,WR,returned,1,17,,in bounds,0
320426,4632,2700,20040574.0,WR,returned,1,16,,in bounds,0
320427,4638,325,20040594.0,RB,returned,1,23,,in bounds,0
320428,4644,2700,20040574.0,WR,returned,1,16,,in bounds,0
320429,4662,2700,20040574.0,WR,returned,1,4,,in bounds,0
320430,4666,3410,20040235.0,RB,returned,1,25,,in bounds,0
320431,4674,3410,20040235.0,RB,returned,1,21,,in bounds,0
320432,4685,3410,20040235.0,RB,returned,1,42,,in bounds,0
320433,4692,3410,20040206.0,WR,returned,1,10,,in bounds,0
320434,4696,325,20040594.0,RB,returned,1,0,,in bounds,0
320435,4715,325,20040594.0,RB,fair catch,1,0,,in bounds,0
320436,4726,3410,20040235.0,RB,returned,1,23,,in bounds,0
320437,4730,325,20040594.0,RB,fair catch,1,0,,in bounds,0
320438,4741,325,20040594.0,RB,returned,1,24,,in bounds,0
320439,4752,3410,20040235.0,RB,returned,1,26,,in bounds,0
320440,4755,325,20040594.0,RB,returned,1,21,,in bounds,0
320441,4761,3410,20040206.0,WR,fair catch,1,0,,in bounds,0
320442,4766,325,20040594.0,RB,returned,1,20,,in bounds,0
320443,4774,3410,20040235.0,RB,returned,1,24,,in bounds,0
320444,4780,325,20040594.0,RB,returned,1,14,,in bounds,0
320445,4794,3410,20040235.0,RB,returned,1,16,,in bounds,0
320446,4798,325,20040594.0,RB,returned,1,11,,in bounds,0
320447,4802,3410,20040206.0,WR,returned,1,12,,in bounds,0
320448,4812,325,20040594.0,RB,returned,1,9,,in bounds,0
320449,4846,325,20040594.0,RB,returned,1,20,,in bounds,0
320450,4860,3900,20040038.0,CB,returned,1,14,,in bounds,0
320451,4865,325,20040594.0,RB,returned,1,1,,in bounds,0
320452,4875,3900,20020062.0,WR,fair catch,1,0,,in bounds,0
320453,4880,325,20040594.0,RB,returned,1,13,,in bounds,0
320454,4890,3900,20020062.0,WR,returned,1,30,,ran out of bounds,0
320455,4902,3900,20020062.0,WR,fair catch,1,0,,in bounds,0
320456,4908,325,19890005.0,CB,returned,1,23,,in bounds,0
320457,4912,3900,20020062.0,WR,returned,1,0,,in bounds,0
320458,4916,325,20040594.0,RB,returned,1,33,,in bounds,0
320459,4922,3900,20040038.0,CB,returned,1,17,,in bounds,0
320460,4925,3900,20020062.0,WR,returned,1,12,,in bounds,0
320461,4934,3900,20040038.0,CB,returned,1,18,,in bounds,0
320462,4940,325,20040594.0,RB,returned,1,9,,in bounds,0
320463,4958,325,20040594.0,RB,returned,1,3,,in bounds,0
320464,4962,3900,20020062.0,WR,returned,1,5,,in bounds,0
320465,4969,325,20040594.0,RB,returned,1,10,,in bounds,0
320466,4980,3900,20040038.0,CB,returned,1,30,,in bounds,0
320467,4991,325,20040594.0,RB,returned,1,16,,in bounds,0
320468,4995,3900,20020062.0,WR,returned,1,6,,in bounds,0
320469,5001,3900,20040038.0,CB,returned,1,18,,in bounds,0
320470,5009,3800,20030070.0,LB,returned,1,0,,in bounds,0
320471,5015,610,20020036.0,WR,returned,1,7,,ran out of bounds,0
320472,5024,3800,20040536.0,RB,returned,1,16,,in bounds,0
320473,5030,610,20010021.0,CB,fair catch,1,0,,in bounds,0
320474,5041,610,20010021.0,CB,returned,1,0,,in bounds,0
320475,5049,610,20010021.0,CB,returned,1,5,,ran out of bounds,0
320476,5066,610,20030111.0,CB,returned,1,87,1.0,in bounds,0
320477,5068,3800,20030070.0,LB,returned,1,0,,in bounds,0
320478,5073,610,20010021.0,CB,fair catch,1,0,,in bounds,0
320479,5077,3800,19960417.0,WR/KR,fair catch,1,0,,in bounds,0
320480,5087,3800,19960417.0,WR/KR,fair catch,1,0,,in bounds,0
320481,5096,610,20030111.0,CB,returned,1,17,,in bounds,0
320482,5101,3800,19960417.0,WR/KR,returned,1,8,,in bounds,0
320483,5112,3800,19960417.0,WR/KR,fair catch,1,0,,in bounds,0
320484,5124,3800,19960417.0,WR/KR,returned,1,8,,in bounds,0
320485,5128,610,20010021.0,CB,returned,1,34,,in bounds,0
320486,5134,3800,20040536.0,RB,returned,1,26,,in bounds,0
320487,5138,610,20010021.0,CB,returned,1,40,,in bounds,0
320488,5144,3800,20040536.0,RB,returned,1,5,,in bounds,0
320489,5149,610,20010021.0,CB,returned,1,3,,in bounds,0
320490,5158,3800,20040536.0,RB,returned,1,22,,in bounds,0
320491,5170,610,20030111.0,CB,returned,1,11,,in bounds,0
320492,5177,610,20030111.0,CB,returned,1,17,,in bounds,0
320493,5181,1050,20000032.0,WR,returned,1,8,,in bounds,0
320494,5185,610,20010021.0,CB,returned,1,2,,in bounds,0
320495,5195,1050,20000110.0,TE,returned,1,13,,in bounds,0
320496,5209,610,20010021.0,CB,returned,1,6,,in bounds,0
320497,5216,610,20030111.0,CB,returned,1,19,,ran out of bounds,0
320498,5238,1050,20020487.0,WR,returned,1,22,,in bounds,0
320499,5242,610,20040214.0,WR,returned,1,-10,,in bounds,0
320500,5255,1050,20030764.0,WR,returned,1,23,,in bounds,0
320501,5264,1050,20030764.0,WR,returned,1,35,,in bounds,0
320502,5270,610,20040214.0,WR,returned,1,5,,in bounds,0
320503,5286,1050,20030764.0,WR,returned,1,19,,in bounds,0
320504,5300,1050,20030764.0,WR,returned,1,10,,in bounds,0
320505,5305,610,20010021.0,CB,returned,1,0,,in bounds,0
320506,5312,1050,20030764.0,WR,returned,1,16,,in bounds,0
320507,5316,610,20040214.0,WR,returned,1,5,,in bounds,0
320508,5331,1050,20030764.0,WR,returned,1,16,,in bounds,0
320509,5335,1400,20030158.0,WR,returned,1,25,,in bounds,0
320510,5346,610,20010021.0,CB,returned,1,2,,in bounds,0
320511,5350,1400,20040171.0,WR,fair catch,1,0,,in bounds,0
320512,5363,1400,20030158.0,WR,returned,1,12,,in bounds,0
320513,5380,610,20020036.0,WR,returned,1,33,,in bounds,0
320514,5395,1400,20030158.0,WR,returned,1,17,,ran out of bounds,0
320515,5406,610,20020036.0,WR,returned,1,24,,in bounds,0
320516,5410,1400,20040171.0,WR,fair catch,1,0,,in bounds,0
320517,5412,610,20020675.0,WR,returned,1,18,,in bounds,0
320518,5428,1400,20020599.0,WR,fair catch,1,0,,in bounds,0
320519,5436,610,20030111.0,CB,fair catch,1,0,,in bounds,0
320520,5457,1400,20040171.0,WR,returned,1,24,,in bounds,0
320521,5478,1400,20040171.0,WR,returned,1,24,,in bounds,0
320522,5489,2250,19960153.0,WR,returned,1,14,,in bounds,0
320523,5493,610,20010021.0,CB,fair catch,1,0,,in bounds,0
320524,5500,2250,19960153.0,WR,returned,1,9,,in bounds,0
320525,5504,610,20010021.0,CB,returned,1,5,,in bounds,0
320526,5510,2250,19960153.0,WR,returned,1,12,,in bounds,0
320527,5519,2250,19960153.0,WR,returned,1,26,,in bounds,0
320528,5551,2250,19960153.0,WR,returned,1,7,,in bounds,0
320529,5564,610,20030111.0,CB,returned,1,23,,in bounds,0
320530,5566,610,20030111.0,CB,returned,1,20,,in bounds,0
320531,5570,2250,19960153.0,WR,returned,1,6,,in bounds,0
320532,5575,610,20010021.0,CB,fair catch,1,0,,in bounds,0
320533,5614,2250,19960153.0,WR,returned,1,19,,ran out of bounds,0
320534,5623,610,20010021.0,CB,fair catch,1,0,,in bounds,0
320535,5651,2700,20040574.0,WR,returned,1,20,,in bounds,0
320536,5668,2700,20040574.0,WR,returned,1,22,,in bounds,0
320537,5692,610,19980417.0,LB,returned,1,23,,ran out of bounds,0
320538,5715,2700,20040574.0,WR,returned,1,5,,in bounds,0
320539,5723,610,20030111.0,CB,returned,1,17,,in bounds,0
320540,5725,610,19990498.0,TE,returned,1,3,,pushed out of bounds,0
320541,5736,2700,20040574.0,WR,returned,1,17,,in bounds,0
320542,5740,610,20010021.0,CB,returned,1,7,,in bounds,0
320543,5746,2700,20040574.0,WR,returned,1,21,,in bounds,0
320544,5763,610,20030111.0,CB,returned,1,30,,in bounds,0
320545,5794,3200,20030045.0,WR,returned,1,20,,in bounds,0
320546,5809,610,20030111.0,CB,returned,1,21,,in bounds,0
320547,5818,3200,20030045.0,WR,returned,1,14,,in bounds,0
320548,5831,610,20030111.0,CB,returned,1,98,1.0,in bounds,0
320549,5833,3200,20030045.0,WR,returned,1,40,,in bounds,0
320550,5852,610,20010021.0,CB,returned,1,9,,in bounds,0
320551,5864,3200,20030045.0,WR,returned,1,22,,in bounds,0
320552,5879,610,20030111.0,CB,returned,1,34,,ran out of bounds,0
320553,5888,3200,19950022.0,CB,returned,1,0,,in bounds,0
320554,5923,610,19970184.0,FB,returned,1,15,,in bounds,0
320555,5931,610,20010021.0,CB,returned,1,13,,in bounds,0
320556,5944,610,20030111.0,CB,returned,1,23,,in bounds,0
320557,5956,610,20030111.0,CB,returned,1,30,,in bounds,0
320558,5982,3430,20010049.0,RB/KR,returned,1,8,,in bounds,0
320559,5996,3430,20010124.0,WR,returned,1,7,,in bounds,0
320560,6005,610,20030111.0,CB,returned,1,27,,in bounds,0
320561,6020,610,20030111.0,CB,returned,1,15,,in bounds,0
320562,6035,610,20030111.0,CB,returned,1,22,,in bounds,0
320563,6050,3430,20010049.0,RB/KR,returned,1,30,,in bounds,0
320564,6067,610,20040214.0,WR,returned,1,0,,in bounds,0
320565,6071,3430,20010016.0,WR/KR,returned,1,10,,in bounds,0
320566,6080,3430,20010049.0,RB/KR,returned,1,12,,in bounds,0
320567,6084,610,20010021.0,CB,returned,1,5,,ran out of bounds,0
320568,6095,610,20010021.0,CB,returned,1,14,,in bounds,0
320569,6099,3430,20010016.0,WR/KR,returned,1,17,,pushed out of bounds,0
320570,6115,3900,20030125.0,CB,returned,1,18,,in bounds,0
320571,6119,610,20010021.0,CB,returned,1,3,,in bounds,0
320572,6127,610,20030111.0,CB,returned,1,26,,in bounds,0
320573,6140,3900,19980428.0,TE,returned,1,20,,in bounds,0
320574,6148,610,20030111.0,CB,returned,1,21,,in bounds,0
320575,6160,610,20030111.0,CB,returned,1,18,,in bounds,0
320576,6164,3900,20040038.0,CB,returned,1,13,,in bounds,0
320577,6187,610,20030111.0,CB,returned,1,18,,in bounds,0
320578,6208,3900,19970423.0,DT,returned,1,13,,in bounds,0
320579,6209,610,20030048.0,DE,returned,1,14,,in bounds,0
320580,6219,3900,20030125.0,CB,returned,1,16,,in bounds,0
320581,6226,610,20040214.0,WR,returned,1,0,,in bounds,0
320582,6252,610,20030111.0,CB,returned,1,40,,in bounds,0
320583,6256,3900,20020062.0,WR,returned,1,18,,in bounds,0
320584,6274,610,20030111.0,CB,returned,1,12,,in bounds,0
320585,6287,610,20030111.0,CB,returned,1,19,,in bounds,0
320586,6293,2510,20030106.0,WR,returned,1,-4,,in bounds,0
320587,6308,610,20030111.0,CB,returned,1,35,,in bounds,0
320588,6315,610,20030111.0,CB,returned,1,23,,in bounds,0
320589,6328,2510,20030402.0,RB,returned,1,24,,in bounds,0
320590,6332,610,20010021.0,CB,fair catch,1,0,,in bounds,0
320591,6338,2510,20030402.0,RB,returned,1,15,,in bounds,0
320592,6354,610,20030111.0,CB,returned,1,16,,in bounds,0
320593,6365,2510,20030402.0,RB,returned,1,24,,in bounds,0
320594,6368,2510,20030402.0,RB,returned,1,11,,in bounds,0
320595,6372,610,20040214.0,WR,returned,1,53,,in bounds,0
320596,6375,2510,20030402.0,RB,returned,1,16,,in bounds,0
320597,6379,610,20010021.0,CB,returned,1,86,1.0,in bounds,0
320598,6381,2510,20000026.0,DE,returned,1,0,,in bounds,0
320599,6389,2510,20000453.0,FB,returned,1,9,,in bounds,0
320600,6397,2510,20030106.0,WR,returned,1,12,,pushed out of bounds,0
320601,6402,610,20040214.0,WR,returned,1,9,,in bounds,0
320602,6409,2510,20030402.0,RB,returned,1,19,,in bounds,0
320603,6425,2510,20030106.0,WR,returned,1,12,,ran out of bounds,0
320604,6458,2100,20040400.0,RB,returned,1,19,,in bounds,0
320605,6485,2100,20040400.0,RB,returned,1,16,,in bounds,0
320606,6498,610,20030111.0,CB,returned,1,34,,in bounds,0
320607,6526,610,20030111.0,CB,returned,1,85,,in bounds,0
320608,6530,2100,20040124.0,CB,returned,1,11,,in bounds,0
320609,6532,610,20030111.0,CB,returned,1,17,,in bounds,0
320610,6536,2100,20040124.0,CB,returned,1,19,,in bounds,0
320611,6541,610,20040214.0,WR,fair catch,1,0,,in bounds,0
320612,6547,2100,20040124.0,CB,fair catch,1,0,,in bounds,0
320613,6568,610,20040214.0,WR,returned,1,13,,in bounds,0
320614,6580,610,20040214.0,WR,returned,1,29,,in bounds,0
320615,6600,2100,20040434.0,RB,returned,1,23,,in bounds,0
320616,6616,3800,20040537.0,TE,returned,1,14,,in bounds,0
320617,6639,3800,20020185.0,RB,returned,1,17,,in bounds,0
320618,6646,750,20040731.0,WR,returned,1,7,,in bounds,0
320619,6651,3800,20020185.0,RB,returned,1,29,,in bounds,0
320620,6690,3800,20020185.0,RB,returned,1,20,,in bounds,0
320621,6709,3800,20010034.0,DE,returned,1,7,,in bounds,0
320622,6710,750,20040731.0,WR,returned,1,32,,in bounds,0
320623,6714,3800,19960417.0,WR/KR,returned,1,4,,in bounds,0
320624,6732,3800,19960417.0,WR/KR,returned,1,10,,ran out of bounds,0
320625,6740,750,20040731.0,WR,returned,1,15,,in bounds,0
320626,6757,750,20040731.0,WR,fair catch,1,0,,in bounds,0
320627,6768,3800,20020185.0,RB,returned,1,23,,in bounds,0
320628,6787,3800,19960417.0,WR/KR,returned,1,12,,pushed out of bounds,0
320629,6814,750,20000531.0,RB,returned,1,14,,in bounds,0
320630,6820,200,19980085.0,CB,returned,1,24,,in bounds,0
320631,6833,750,20000531.0,RB,returned,1,19,,in bounds,0
320632,6837,200,19980085.0,CB,returned,1,9,,in bounds,0
320633,6847,750,20000531.0,RB,returned,1,1,,in bounds,0
320634,6856,200,19980085.0,CB,returned,1,14,,pushed out of bounds,0
320635,6864,750,19990164.0,WR,returned,1,-1,,in bounds,0
320636,6879,200,19980085.0,CB,returned,1,12,,in bounds,0
320637,6881,200,19980085.0,CB,returned,1,7,,ran out of bounds,0
320638,6913,200,19980085.0,CB,returned,1,11,,pushed out of bounds,0
320639,6919,750,19990164.0,WR,returned,1,2,,in bounds,0
320640,6924,750,20040062.0,WR,returned,1,19,,in bounds,0
320641,6928,200,19980085.0,CB,returned,1,0,,in bounds,0
320642,6933,750,19990164.0,WR,fair catch,1,0,,in bounds,0
320643,6937,200,19980085.0,CB,returned,1,25,,in bounds,0
320644,6945,750,19990164.0,WR,returned,1,23,,in bounds,0
320645,6957,1800,20020135.0,RB,returned,1,26,,in bounds,0
320646,6969,750,20010074.0,WR,fair catch,1,0,,in bounds,0
320647,6975,1800,20010478.0,WR/KR,returned,1,7,,ran out of bounds,0
320648,6986,750,20020034.0,RB,returned,1,2,,in bounds,0
320649,6996,1800,20010478.0,WR/KR,fair catch,1,0,,in bounds,0
320650,7014,1800,20020135.0,RB,returned,1,17,,in bounds,0
320651,7026,750,20000531.0,RB,returned,1,24,,in bounds,0
320652,7036,1800,20010478.0,WR/KR,fair catch,1,0,,in bounds,0
320653,7039,750,20020034.0,RB,returned,1,14,,in bounds,0
320654,7051,750,20000531.0,RB,returned,1,25,,in bounds,0
320655,7070,750,20000531.0,RB,returned,1,25,,in bounds,0
320656,7075,1800,20010478.0,WR/KR,returned,1,16,,in bounds,0
320657,7088,1800,20010478.0,WR/KR,returned,1,3,,in bounds,0
320658,7118,3200,20000239.0,FB,returned,1,8,,in bounds,0
320659,7132,3200,19930198.0,WR,returned,1,-1,,in bounds,0
320660,7143,750,20010074.0,WR,returned,1,7,,in bounds,0
320661,7147,3200,19990046.0,RB,returned,1,13,,in bounds,0
320662,7155,750,20020034.0,RB,returned,1,26,,ran out of bounds,0
320663,7168,3200,20030045.0,WR,returned,1,17,,in bounds,0
320664,7180,750,20000531.0,RB,returned,1,27,,in bounds,0
320665,7190,3200,20030045.0,WR,returned,1,23,,in bounds,0
320666,7194,750,20040028.0,CB,returned,1,2,,in bounds,0
320667,7205,750,20000531.0,RB,returned,1,20,,in bounds,0
320668,7215,750,19990164.0,WR,fair catch,1,0,,in bounds,0
320669,7246,750,20000531.0,RB,returned,1,31,,in bounds,0
320670,7253,3200,19920005.0,CB,fair catch,1,0,,in bounds,0
320671,7257,750,19990164.0,WR,returned,1,16,,in bounds,0
320672,7267,3200,20000239.0,FB,returned,1,29,,in bounds,0
320673,7282,3200,20000239.0,FB,returned,1,16,,in bounds,0
320674,7289,3300,19990438.0,RB,returned,1,11,,in bounds,0
320675,7294,750,20040028.0,CB,returned,1,4,,in bounds,0
320676,7302,3300,20000540.0,WR,returned,1,19,,in bounds,0
320677,7311,750,20040028.0,CB,fair catch,1,0,,in bounds,0
320678,7316,3300,20000540.0,WR,returned,1,22,,in bounds,0
320679,7324,3300,20000540.0,WR,returned,1,0,,in bounds,0
320680,7328,750,20010617.0,RB,returned,1,17,,in bounds,0
320681,7340,750,20040028.0,CB,returned,1,10,,in bounds,0
320682,7365,750,20010617.0,RB,returned,1,33,,in bounds,0
320683,7369,3300,20000540.0,WR,returned,1,16,,ran out of bounds,0
320684,7371,750,20000441.0,FB,returned,1,14,,in bounds,0
320685,7377,3300,20000540.0,WR,fair catch,1,0,,in bounds,0
320686,7384,750,20040028.0,CB,fair catch,1,0,,in bounds,0
320687,7388,3300,20000540.0,WR,returned,1,-1,,in bounds,0
320688,7393,750,20040028.0,CB,returned,1,2,,in bounds,0
320689,7403,3300,19910154.0,RB,returned,1,7,,in bounds,0
320690,7408,750,20010617.0,RB,returned,1,49,,in bounds,0
320691,7414,750,20040028.0,CB,returned,1,14,,ran out of bounds,0
320692,7425,750,20040028.0,CB,returned,1,9,,in bounds,0
320693,7443,3300,19990438.0,RB,returned,1,21,,in bounds,0
320694,7447,750,20040028.0,CB,returned,1,9,,ran out of bounds,0
320695,7465,3410,20030199.0,WR,returned,1,22,,in bounds,0
320696,7471,750,20010074.0,WR,fair catch,1,0,,in bounds,0
320697,7478,3410,20030199.0,WR,returned,1,29,,in bounds,0
320698,7487,750,20000531.0,RB,returned,1,22,,in bounds,0
320699,7495,3410,20030199.0,WR,returned,1,6,,in bounds,0
320700,7499,750,20010074.0,WR,returned,1,0,,in bounds,0
320701,7503,3410,20000121.0,WR,returned,1,2,,in bounds,0
320702,7514,750,20000531.0,RB,returned,1,19,,in bounds,0
320703,7528,3410,20030199.0,WR,returned,1,20,,in bounds,0
320704,7540,3410,20000121.0,WR,returned,1,0,,in bounds,0
320705,7544,750,20000077.0,CB,returned,1,3,,in bounds,0
320706,7547,750,20000531.0,RB,returned,1,21,,in bounds,0
320707,7551,3410,20000121.0,WR,returned,1,16,,in bounds,0
320708,7566,750,20000531.0,RB,returned,1,17,,in bounds,0
320709,7574,3410,20040720.0,CB,fair catch,1,0,,in bounds,0
320710,7580,750,20000077.0,CB,returned,1,3,,in bounds,0
320711,7591,3410,20000097.0,RB,returned,1,25,,ran out of bounds,0
320712,7600,3410,20000097.0,RB,returned,1,14,,in bounds,0
320713,7608,750,20000077.0,CB,fair catch,1,0,,in bounds,0
320714,7612,3410,20040720.0,CB,returned,1,12,,in bounds,0
320715,7636,2520,20030167.0,WR,returned,1,17,,in bounds,0
320716,7651,750,20040731.0,WR,returned,1,19,,in bounds,0
320717,7672,750,19950434.0,RB,returned,1,24,,in bounds,0
320718,7679,2520,20020017.0,CB,fair catch,1,0,,in bounds,0
320719,7683,750,20040731.0,WR,fair catch,1,0,,in bounds,0
320720,7692,2520,20030167.0,WR,returned,1,18,,in bounds,0
320721,7707,750,20030076.0,TE,fair catch,1,0,,in bounds,0
320722,7711,2520,20020017.0,CB,returned,1,0,,in bounds,0
320723,7713,750,20030076.0,TE,returned,1,8,,in bounds,0
320724,7731,2520,20030167.0,WR,returned,1,22,,in bounds,0
320725,7739,2520,20020017.0,CB,returned,1,8,,in bounds,0
320726,7763,750,20040731.0,WR,returned,1,17,,in bounds,0
320727,7786,2520,20030167.0,WR,returned,1,12,,in bounds,0
320728,7790,750,20040731.0,WR,returned,1,13,,in bounds,0
320729,7797,2520,20030167.0,WR,returned,1,24,,in bounds,0
320730,7804,750,20020100.0,CB,returned,1,15,,ran out of bounds,0
320731,7805,750,20040731.0,WR,returned,1,22,,in bounds,0
320732,7818,4400,19980114.0,WR,returned,1,28,,in bounds,0
320733,7831,4400,19980114.0,WR,returned,1,25,,in bounds,0
320734,7839,750,20040731.0,WR,fair catch,1,0,,in bounds,0
320735,7858,750,20040731.0,WR,returned,1,0,,in bounds,0
320736,7869,4400,20020558.0,WR,returned,1,7,,in bounds,0
320737,7880,4400,19980114.0,WR,returned,1,27,,in bounds,0
320738,7884,750,20040731.0,WR,fair catch,1,0,,in bounds,0
320739,7898,750,20040731.0,WR,returned,1,23,,in bounds,0
320740,7902,4400,20020558.0,WR,returned,1,1,,in bounds,0
320741,7913,750,20040731.0,WR,returned,1,19,,in bounds,0
320742,7923,750,20040731.0,WR,fair catch,1,0,,in bounds,0
320743,7930,4400,20020558.0,WR,returned,1,10,,in bounds,0
320744,7938,750,20040731.0,WR,fair catch,1,0,,in bounds,0
320745,7958,750,19900058.0,WR,returned,1,11,,in bounds,0
320746,7967,2510,20010408.0,RB,returned,1,10,,in bounds,0
320747,7984,2510,20010408.0,RB,returned,1,20,,in bounds,0
320748,7988,750,20040028.0,CB,returned,1,0,,in bounds,0
320749,7999,2510,20010408.0,RB,returned,1,14,,in bounds,0
320750,8004,750,19950434.0,RB,returned,1,43,,in bounds,0
320751,8015,750,20040028.0,CB,returned,1,5,,in bounds,0
320752,8027,2510,20010408.0,RB,returned,1,19,,in bounds,0
320753,8038,2510,20030106.0,WR,returned,1,8,,pushed out of bounds,0
320754,8047,2510,20010408.0,RB,returned,1,30,,in bounds,0
320755,8053,750,19950434.0,RB,returned,1,19,,in bounds,0
320756,8058,2510,20030106.0,WR,returned,1,-1,,in bounds,0
320757,8066,750,19980043.0,CB,returned,1,4,,in bounds,0
320758,8072,2510,20030106.0,WR,returned,1,0,,in bounds,0
320759,8124,750,20040028.0,CB,returned,1,16,,in bounds,0
